amazon-bedrock	https://code.claude.com/docs/en/amazon-bedrock.md
google-vertex-ai	https://code.claude.com/docs/en/google-vertex-ai.md
microsoft-foundry	https://code.claude.com/docs/en/microsoft-foundry.md
llm-gateway	https://code.claude.com/docs/en/llm-gateway.md
github-actions	https://code.claude.com/docs/en/github-actions.md
gitlab-ci-cd	https://code.claude.com/docs/en/gitlab-ci-cd.md
github-enterprise-server	https://code.claude.com/docs/en/github-enterprise-server.md
slack	https://code.claude.com/docs/en/slack.md
analytics	https://code.claude.com/docs/en/analytics.md
monitoring-usage	https://code.claude.com/docs/en/monitoring-usage.md
data-usage	https://code.claude.com/docs/en/data-usage.md
zero-data-retention	https://code.claude.com/docs/en/zero-data-retention.md
server-managed-settings	https://code.claude.com/docs/en/server-managed-settings.md
network-config	https://code.claude.com/docs/en/network-config.md
