agent-sdk/cost-tracking	https://code.claude.com/docs/en/agent-sdk/cost-tracking.md
agent-sdk/file-checkpointing	https://code.claude.com/docs/en/agent-sdk/file-checkpointing.md
agent-sdk/hosting	https://code.claude.com/docs/en/agent-sdk/hosting.md
agent-sdk/migration-guide	https://code.claude.com/docs/en/agent-sdk/migration-guide.md
agent-sdk/observability	https://code.claude.com/docs/en/agent-sdk/observability.md
agent-sdk/plugins	https://code.claude.com/docs/en/agent-sdk/plugins.md
agent-sdk/python	https://code.claude.com/docs/en/agent-sdk/python.md
agent-sdk/typescript	https://code.claude.com/docs/en/agent-sdk/typescript.md
agent-sdk/typescript-v2-preview	https://code.claude.com/docs/en/agent-sdk/typescript-v2-preview.md
agent-sdk/secure-deployment	https://code.claude.com/docs/en/agent-sdk/secure-deployment.md
agent-sdk/reference	https://code.claude.com/docs/en/agent-sdk/reference.md
